300,-97.6423967499924
301,-113.888185184851
302,-113.293908722299
303,-114.869769201914
304,-116.826847903526
305,-105.984215694938
306,-116.996037617438
307,-107.226128001011
308,-113.540662296534
309,-110.403316108602
310,-109.833302135698
311,-112.761012947866
312,-115.177778524089
313,-115.865104694459
314,-106.384633653928
315,-112.154898938348
316,-109.965669026146
317,-104.730959016136
318,-112.931819293568
319,-119.353597389822
320,-116.849234123751
321,-110.603922141928
322,-109.787228511813
323,-115.972101463189
324,-106.600512373034
325,-115.173430775191
326,-113.397879568745
327,-112.554806825144
328,-106.938948701236
329,-106.40269184784
330,-115.221822852061
331,-112.16845752832
332,-110.943667826986
333,-108.93330923299
334,-111.179130920677
335,-120.207864743816
336,-112.469587102093
337,-113.795605286903
338,-114.491244400929
339,-114.376383399571
340,-107.639841530835
341,-112.576711857881
342,-111.058022790268
343,-115.031339937436
344,-119.657117275227
345,-115.322392881249
346,-106.525281080009
347,-121.771897647877
348,-109.867360049038
349,-118.112219282335
350,-124.350834911483
351,-109.107561398909
352,-118.089068199083
353,-109.256210941806
354,-123.95218464322
355,-124.567655475495
356,-107.690650640242
357,-111.123812120047
358,-119.275383482928
359,-121.615151705757
360,-111.303430670596
361,-111.540948842151
362,-113.507978797495
363,-112.676661182886
364,-118.453030190232
365,-114.821134728533
366,-120.493795989376
367,-121.752296649436
368,-108.780431726485
369,-115.197997408784
370,-116.925437791444
371,-114.672437204202
372,-115.969558553176
373,-111.836090692409
374,-113.81773934815
375,-109.974731541017
376,-112.455745428403
377,-111.653085184719
378,-111.753689426741
379,-112.118753826727
380,-116.748201791011
381,-109.789838394667
382,-113.57304861245
383,-111.659593045145
384,-116.457411502184
385,-112.690286261455
386,-116.624497751909
387,-128.404727817598
388,-114.936263106283
389,-117.289145385097
390,-112.334836607303
391,-110.433255177802
392,-112.173019522315
393,-107.68535910112
394,-98.3326918243172
395,-117.977267175349
396,-117.599796483741
397,-120.065457400065
398,-141.049469968822
399,-123.052776111088
400,-132.422345865197
401,-112.438359378826
402,-117.413174799797
403,-113.444859488033
404,-114.030496970613
405,-113.056041568729
406,-110.710104869129
407,-115.422716016096
408,-116.514773847481
409,-142.814382249384
410,-128.759986565148
411,-113.11542017564
412,-122.203167732437
413,-111.198315197012
414,-123.704172840646
415,-110.959332744123
416,-114.374663658656
417,-112.234531534819
418,-117.11219755121
419,-113.34338586667
420,-111.52131706729
421,-115.517781160646
422,-111.925414201596
423,-109.417830486911
424,-113.166487151544
425,-120.311053659481
426,-125.1412654238
427,-120.997539001923
428,-118.913033657811
429,-113.222875077808
430,-107.482874685937
431,-117.04907781793
432,-113.09633553813
433,-109.707363092573
434,-111.313542038944
435,-127.458814865403
436,-128.31455035223
437,-109.483305885887
438,-109.419582861631
439,-111.873254143556
440,-108.472129833859
441,-118.378882142059
442,-128.589372264674
443,-112.497071951319
444,-119.834077855649
445,-123.413180647437
446,-121.469058047661
447,-127.81505493521
448,-120.730436163945
449,-118.918003582872
450,-106.30614070574
451,-113.304296687606
452,-117.19400223995
453,-108.106027941813
454,-122.464178251777
455,-108.817416382486
456,-115.466298951372
457,-111.309200630747
458,-109.812915335845
459,-118.235107980149
460,-119.579480759173
461,-122.790778854161
462,-126.390956748415
463,-118.380361814858
464,-112.043522284223
465,-127.729202214093
466,-124.217794442238
467,-111.407874510573
468,-117.730561288914
469,-113.408432150724
470,-118.497930670759
471,-115.344254938483
472,-111.835006138065
473,-107.699373961066
474,-108.157615790355
475,-112.693596096863
476,-120.230593991677
477,-113.824836983268
478,-109.846013166605
479,-114.09815742152
480,-110.110365529798
481,-113.037093627388
482,-119.017833894363
483,-122.698046340507
484,-110.962189413615
485,-112.11694753593
486,-116.265933481588
487,-127.816893136523
488,-125.767601217251
489,-113.630030074145
490,-116.157296029614
491,-110.906098049007
492,-109.730427444365
493,-112.208729854669
494,-113.57548454337
495,-109.656064366955
496,-121.729820651468
497,-117.664365347713
498,-113.477190479823
499,-121.547106454532
500,-116.442326420626
501,-111.981747182219
502,-114.071006615363
503,-113.050508190756
504,-113.914072477345
505,-115.476280374402
506,-109.14376831603
507,-114.860330129891
508,-116.81812697627
509,-110.287233361271
510,-127.541572640377
511,-109.75784756678
512,-111.203876123443
513,-120.190114333981
514,-109.031796712919
515,-113.938882131895
516,-108.37592828816
517,-123.597462486406
518,-110.582643117626
519,-107.383888447511
520,-109.986894427612
521,-120.314652069601
522,-116.949049689531
523,-115.455204795178
524,-123.533817656597
525,-106.070950077842
526,-112.877659055976
527,-117.476426689602
528,-108.407591183762
529,-110.163561745281
530,-108.246430538129
531,-125.824716927548
532,-122.094916863498
533,-113.750252648071
534,-120.285986836238
535,-140.372511953393
536,-122.192250902343
537,-114.410816300649
538,-109.670520766911
539,-112.261394684705
540,-109.360735149511
541,-108.032549619664
542,-106.537351817663
543,-129.588058835239
544,-107.61009768427
545,-117.338855285322
546,-115.297198498372
547,-111.946906457926
548,-120.923018133207
549,-112.985292482749
550,-114.653649979004
551,-117.476528715097
552,-111.122057550193
553,-113.434918781132
554,-112.003965549473
555,-124.384758511355
556,-109.259946503635
557,-127.423096238983
558,-116.398093230778
559,-119.387262159496
560,-114.338244809483
561,-112.10666634271
562,-117.383750079387
563,-111.552808170039
564,-113.959506223193
565,-115.006575533578
566,-114.110395557286
567,-116.613924746752
568,-110.954110763669
569,-127.684192332815
570,-125.438889033905
571,-119.022176507994
572,-109.572086426023
573,-116.631001144256
574,-113.226452694219
575,-110.745565193774
576,-118.691048166698
577,-117.162422849708
578,-119.194764895295
579,-122.2394009184
580,-124.358574955142
581,-119.249654358664
582,-113.221506534657
583,-121.973089263223
584,-116.417732113994
585,-127.832678495074
586,-116.701145618077
587,-138.81343414079
588,-126.550575346322
589,-114.950040761689
590,-124.375983013264
591,-119.85689014144
592,-113.885334928089
593,-114.639557572549
594,-118.403128852976
595,-111.077500898042
596,-116.672333971404
597,-107.155124747866
598,-115.688617731133
599,-126.755484423973
600,-109.787247298632
601,-120.302566364566
602,-119.040138672063
603,-119.828640415022
604,-111.016905459513
605,-115.725281013673
606,-112.862965900478
607,-112.795056615007
608,-121.919528241156
609,-121.675776954896
610,-109.260414472037
611,-114.300159920167
612,-113.947662920905
613,-128.466455261312
614,-112.71687119911
615,-111.859309692336
616,-113.343913024314
617,-122.11383891592
618,-116.554359805232
619,-113.726232657057
620,-120.994443810365
621,-116.283987804292
622,-124.841162537039
623,-113.030967367368
624,-123.733564893538
625,-114.993327045426
626,-121.100878819393
627,-118.175936227802
628,-115.887923652912
629,-119.873381647815
630,-113.378879742167
631,-120.839500668803
632,-116.903406876069
633,-114.298366700771
634,-112.758229637699
635,-122.270377646547
636,-111.325331427926
637,-118.580974660115
638,-116.395410347258
639,-112.265438908397
640,-112.88484644881
641,-117.877385395991
642,-111.699295755653
643,-115.233195780765
644,-116.567022494174
645,-119.958481841484
646,-118.174234966167
647,-116.245120955387
648,-121.669246447938
649,-117.302415664798
650,-118.10254200106
651,-111.655643791293
652,-117.570801531485
653,-122.251891200834
654,-115.688902526311
655,-119.770897123279
656,-116.098065749774
657,-118.621119572038
658,-119.946213821912
659,-112.721894471884
660,-119.224760683618
661,-113.023397838754
662,-115.292898548279
663,-120.634701993907
664,-115.327281635798
665,-115.697007558776
666,-111.044066714676
667,-115.274832792218
668,-124.678984021506
669,-118.879260808837
670,-126.824376005554
671,-132.554518918549
672,-117.85583650732
673,-123.486217633804
674,-118.961133654789
675,-118.947758676818
676,-120.760529068342
677,-115.3122881225
678,-125.161340110729
679,-119.412543851856
680,-116.44531466324
681,-120.557661447988
682,-128.00163259962
683,-111.14846732245
684,-117.510654255207
685,-116.605012146095
686,-112.23806961342
687,-123.921495119509
688,-126.318584416733
689,-109.451669038593
690,-116.326991868754
691,-111.114718010968
692,-114.584121758799
693,-119.043708583251
694,-116.635120937464
695,-110.819792535876
696,-112.573003538772
697,-141.687073471463
698,-117.813773823291
699,-117.960141917617
700,-115.686936453604
701,-111.590715915009
702,-116.011501668792
703,-113.949615829078
704,-129.748016296266
705,-116.719223732168
706,-118.20042133968
707,-115.002065371034
708,-125.699130015527
709,-114.372185270771
710,-116.956406351035
711,-115.714736015556
712,-122.39815930997
713,-122.990539966398
714,-117.42956311813
715,-127.832344202337
716,-121.975674304679
717,-124.074094520466
718,-119.813862402481
719,-117.798848171217
720,-117.558345071693
721,-122.704609505186
722,-111.373539195486
723,-117.326408788404
724,-119.418382189728
725,-117.29521402386
726,-120.78935947419
727,-120.435859445956
728,-119.630550336336
729,-112.301339023291
730,-127.753401781407
731,-109.492975013001
732,-113.053388044326
733,-117.063814902412
734,-115.858585100765
735,-129.67370263684
736,-132.49696593122
737,-118.929097363235
738,-113.996095396703
739,-117.551884143505
740,-128.159958292761
741,-119.028066092386
742,-117.994353872593
743,-114.251944846423
744,-114.437885287015
745,-115.686973411471
746,-115.592508649792
747,-124.120914863546
748,-118.116631034598
749,-124.6362926557
750,-115.652761045662
751,-111.932544731763
752,-127.160050060941
753,-123.719769244765
754,-111.82253715283
755,-130.216123190459
756,-119.531322288319
757,-117.064680545722
758,-113.219714046726
759,-122.153694685047
760,-118.51428902584
761,-132.609348562524
762,-113.911625887595
763,-119.260212504323
764,-113.296647633945
765,-110.169325672745
766,-118.140542867431
767,-115.703499317275
768,-117.068108824075
769,-113.495090439441
770,-115.577627971708
771,-119.235762897716
772,-114.900248658799
773,-125.150020292902
774,-130.270445034982
775,-113.972129418839
776,-122.132078511322
777,-115.956804169411
778,-117.620242156926
779,-115.814001636199
780,-128.453780737488
781,-115.902537656361
782,-117.319945831769
783,-117.942880474917
784,-113.903232823964
785,-117.579610364347
786,-138.056772799112
787,-114.986031105082
788,-112.073198135768
789,-115.712221636768
790,-118.012920420383
791,-113.128251276047
792,-115.543719385799
793,-116.152706187196
794,-113.045071725179
795,-115.807715405613
796,-110.93236544473
797,-113.214112169972
798,-122.593074503522
799,-112.476281431096
800,-110.315832783363
801,-118.698479968395
802,-113.324338848732
803,-123.562731193296
804,-115.840372535852
805,-123.51650952039
806,-118.566594889656
807,-123.822580676633
808,-116.752046655486
809,-112.679116629962
810,-113.658741252166
811,-111.751093896494
812,-115.003365574394
813,-113.051455924599
814,-119.272617711792
815,-119.672229281393
816,-122.430366546004
817,-115.575526365149
818,-117.363589219844
819,-115.837703517501
820,-112.129434360037
821,-119.684647701646
822,-118.142368260221
823,-116.398889444779
824,-112.077563238113
825,-117.80981753715
826,-116.270947874859
827,-117.531827452673
828,-124.399145416275
829,-125.189333568134
830,-114.681597372865
831,-114.699782725405
832,-120.277714017249
833,-111.745453074618
834,-111.753193951344
835,-115.621818514724
836,-113.539391962559
837,-120.089690774949
838,-114.501993524595
839,-114.4736229524
840,-115.339604580196
841,-111.212650857392
842,-117.172610729534
843,-110.21916557497
844,-117.040396046846
845,-112.402141713113
846,-113.4635861587
847,-120.701508749046
848,-113.111336263001
849,-110.850373218588
850,-118.165828203464
851,-112.063549014374
852,-114.656203172064
853,-123.652482104664
854,-120.746689710812
855,-113.793395445398
856,-113.234571458177
857,-122.367460344236
858,-117.790010043571
859,-118.060638244418
860,-114.919111171149
861,-121.111970279066
862,-112.656575925894
863,-112.629612546634
864,-114.755344771557
865,-113.538775850228
866,-113.14857982649
867,-131.245704381431
868,-117.520566283785
869,-116.676707271249
870,-114.2271254592
871,-114.022338224061
872,-113.131127916685
873,-114.031584929039
874,-111.350692495259
875,-111.349290344366
876,-111.146425473871
877,-114.948251333706
878,-110.128968601346
879,-111.116366034585
880,-118.946029669226
881,-113.719137135346
882,-110.449451220749
883,-109.024697696056
884,-114.653928900391
885,-113.34502090456
886,-109.893528147069
887,-109.12245935533
888,-110.553423184137
889,-112.181339119779
890,-112.993666652036
891,-115.210659989345
892,-114.714748448929
893,-115.067378713978
894,-111.828961219256
895,-108.232868753142
896,-113.435908371849
897,-115.709267756778
898,-110.048317418933
899,-113.044522888284
900,-112.7807048866
901,-112.165133691927
902,-111.837148775129
903,-115.534175102804
904,-113.658025000273
905,-113.551843697708
906,-111.333274636965
907,-108.951029242567
908,-109.658811072847
909,-107.953272191544
910,-108.7648228803
911,-111.905159540379
912,-108.05535495932
913,-107.909009957495
914,-114.675651872292
915,-110.023382061684
916,-109.078406244436
917,-112.758695113583
918,-106.782878231214
919,-115.037914856489
920,-110.247520017919
921,-107.804698650579
922,-111.076317802978
923,-107.662918682228
924,-116.246745265211
925,-108.682237282523
926,-109.448832097162
927,-110.527181227772
928,-109.117672269435
929,-111.008314129671
930,-109.228168990109
931,-109.903971809873
932,-108.944178148564
933,-111.525104283225
934,-110.587700978137
935,-107.972587049268
936,-107.296779247417
937,-106.592834895891
938,-109.352385423781
939,-107.242020601945
940,-107.865307247035
941,-109.335205172272
942,-108.740101228888
943,-111.289326021713
944,-110.594790782134
945,-106.598004525726
946,-105.867026256768
947,-108.816102747322
948,-110.025712436703
949,-107.613426327763
950,-106.556702351772
951,-109.561913857398
952,-110.198247291023
953,-107.159495487248
954,-106.092035773088
955,-102.166107447512
956,-104.269430179706
957,-105.737228724783
958,-107.796436899705
959,-103.510764227873
960,-102.22392159753
961,-101.960362347264
962,-104.516793455058
963,-103.038233877824
964,-101.914281499836
965,-101.315915821462
966,-101.760409253401
967,-101.732454120985
968,-98.7754197543298
969,-100.636401983737
970,-100.300069861121
971,-101.050112381932
972,-98.1144317294144
973,-100.591555032264
974,-96.8434878697549
975,-98.281088509105
976,-98.6299375184058
977,-99.2508783689171
978,-100.227221131556
979,-97.5286515905315
980,-98.3017273302752
981,-97.9036924100427
982,-98.69681678532
983,-96.0894515284522
984,-98.1442379528998
985,-96.5918150319052
